Fecha,Tipo,Precio Entrada,Cantidad,Take Profit,Stop Loss,Resultado,PnL
2025-08-01 07:32:01,short,0.5604,66.0,0.5466,0.5667,SL,-0.4224
2025-08-01 08:45:52,long,0.5667,58.0,0.5808,0.5592,SL,-0.1672
2025-08-01 09:12:17,short,0.5526872340426,47.0,0.5357,0.5605,SL,-0.36719999
2025-08-02 13:28:49,short,0.5433,58.0,0.5289,0.5498,TP,0.7946
2025-08-02 14:27:37,short,0.5274,40.0,0.5061,0.537,SL,-0.2716
